"Time","Perspiration","Speed","Acceleration","Braking","Steering","Phase","Activity","Failure","Distance","ppNormalized","ppLogNormalized","Subject","Speed_u","Speed_std","Acc_u","Acc_std","Steering_u","Steering_std","ppNext"
1,0.00489791156616924,0,2.08076199828571,45.9202221714286,356.8946239,0,0,0,-1.42188913628571,0.00154001737359478,0.377494844814974,"01",6.3048078422123,2.60090016461915,6.24015235311706,5.81289460260192,520.429245539087,101.17326850048,0.422890912850899
2,0.00493307968166781,5.5710375e-05,2.08556224825,46.0170265925,356.770971,0,0,0,-1.42184298025,0.00157518548909335,0.384649416294399,"01",5.1587148531737,3.45162496656656,5.48475491270617,5.4641005257363,490.685679667045,112.107044294433,0.428087824220925
3,0.00498704864328273,0.002592805,2.09017086342857,45.2181934714286,356.784642585714,0,0,0,-1.42188791828571,0.00162915445070827,0.395530221706461,"01",5.67432705799107,3.16039721598105,5.82421331763393,5.63607846920323,504.075783375179,108.503690310892,0.425917317386628
4,0.00504107504438762,0.16270384075,2.10148441525,13.336669859875,343.691230425,0,0,0,-1.404221583,0.00168318085181316,0.406305302753558,"01",4.72882659127381,3.61224264559498,5.20148885733482,5.3014198820702,479.526120611458,113.665623611914,0.431429240215273
5,0.00507889411031083,0.796201787,8.55450011171428,0,222.930644028571,0,0,0,-1.20201319985714,0.00172099991773637,0.413779483881172,"01",4.37758637969505,3.68303472344329,4.96302697717445,5.14802854724734,469.077282904808,115.163078057251,0.433522901670416
6,0.00506207131435947,2.14708685775,18.05363618875,0,-3.561869525875,0,0,0,-0.618812684875,0.00170417712178501,0.410461691078051,"01",4.12177319450255,3.66571524650327,5.21956077249872,5.03834313517843,451.495380127934,128.724767842072,0.435317757833075
7,0.0050081865855144,4.76257747528571,21.9720339842857,0,-81.4121047157143,0,0,0,0.832004276857143,0.00165029239293994,0.399759831683072,"01",4.55396261112185,3.70848791141988,6.33507725825315,6.02919117093907,416.928881947533,160.49051488238,0.430226091524254
8,0.00494434592397785,7.859590461125,21.33227854875,0,-92.85728928625,0,0,0,3.634160680875,0.00158645173140339,0.386930627496072,"01",4.68291038394308,4.08704017992606,6.88805535586161,7.32733202926299,334.562156224075,178.340220578352,0.429189333861591
9,0.00487721629330113,10.4184285782857,23.5279247942857,0,-58.7037254471429,0,0,0,7.74624983014286,0.00151932210072667,0.373260567031022,"01",5.26891713157366,4.7842142549557,8.52754237319197,8.1460224418878,235.53982645632,189.495027299775,0.426512999157401
10,0.00480846141873788,12.8239236825,25.3642395175,0,-12.840608782875,0,0,0,12.98792271,0.00145056722616342,0.359063103501436,"01",11.0045293640813,2.18908217273903,8.65760386106349,8.91752793748725,43.4177086814405,107.516264259148,0.335975404822922
11,0.00473890870456809,15.4437053242857,25.6129701128571,0,-1.80543827985714,0,0,0,19.3597200285714,0.00138101451199363,0.344492820318978,"01",11.3440111396451,4.53283292736191,4.8770295311875,8.28443843835604,4.45513356028125,42.3147563904216,0.32675369422843
12,0.00466896955923635,17.65838790625,24.34011720375,0,-3.617994646875,0,0,0,26.872006765,0.00131107536666189,0.329624338745763,"01",2.40388763196769,5.33566437025407,3.41038684702508,6.26493020171913,-11.8871147123792,20.2579104658834,0.338783662034577
13,0.0045989845280425,19.4161351757143,23.3462311285714,0,1.071045084,0,0,0,35.2507990071429,0.00124109033546804,0.314521467216805,"01",16.5343649074286,3.53287506566005,16.5851674739929,13.0720641625692,-23.1240239382071,20.3441239783287,0.333407067549663
14,0.00452930114571612,20.70806009,21.0718517275,0,1.497651708125,0,0,0,44.344563565,0.00117140695314166,0.299253598324451,"01",19.08176324275,3.34039041552161,17.2835739508643,13.5089248816508,-4.95430456168214,4.54185385226177,0.322501585255504
15,0.00446038148321836,21.7136729371429,23.2092727457143,0,2.54418263714286,0,0,0,53.9136202385714,0.0011024872906439,0.283920240268733,"01",22.0722109065625,2.06144329907134,12.9027168466563,12.0257119388767,2.81248183659375,2.2482371399595,0.311598590792116
16,0.00439323198103404,23.01332323875,25.74093832,0,2.99903717675,0,0,0,64.00499379875,0.00103533778845958,0.26875111445618,"01",22.8816094478572,1.39719330921083,13.1137444276429,14.8290406806598,5.01858153892857,1.38612661765719,0.325415882888167
18,0.00428357301008775,25.12912469625,23.16013435,0,2.135155533875,0,0,0,85.94871227125,0.000925678817513288,0.243473421236282,"01",25.2768613386607,1.76263325886629,11.5099974335357,12.5868716321752,4.24830965922322,0.351858339180807,0.299878120579683
19,0.00428570608303774,26.0696216285714,24.8710720085714,0,1.49700190728571,0,0,0,97.48827982,0.000927811890463279,0.243971263101644,"01",25.9922921138393,1.72564031353475,11.4735745116607,10.4032858866737,3.6320741890625,1.22342630413733,0.291738534914181
20,0.00431731907407059,27.28179445,23.54633000875,0,1.4971136065,0.125,0.375,0,109.5371985625,0.000959424881496129,0.251320569191382,"01",26.3684603370833,1.09812801586963,12.5812349428036,4.82717524634661,3.99553634038691,2.29299325332642,0.293892141932099
21,0.00433795326664913,28.22557601,18.7383742742857,0,2.54418263714286,1,3,0,122.090493085714,0.000980059074074669,0.256088583502395,"01",26.7333261127381,0.991195399291807,12.5948338198512,4.78505978096389,3.99743639104167,2.28984656293312,0.290748466236222
22,0.00434860566681783,28.72426459875,16.61008906375,0,2.99903717675,1,3,0,134.9669000625,0.000990711474243369,0.258541201471107,"01",27.0955885681547,0.945019300581294,12.3475109528809,4.57470777621444,3.99709635672024,2.29043983875701,0.28982077747074
23,0.00434648482687873,28.9939603971429,15.4213615871429,0,3.00270178242857,1,3,0,148.0084139,0.000988590634304269,0.25805337677649,"01",27.4266470342857,0.94294748657314,12.3376919417679,4.28308433477204,4.24005615370833,1.89775544192633,0.298654501978077
24,0.00431250709780063,29.19050807875,16.1860353975,0,1.98622640525,1,3,0,161.148297275,0.000954612905226168,0.250205372532419,"01",27.7393698633928,0.872465207107172,12.5785440885238,3.88778253464278,4.49606991252976,1.50051109555637,0.301131174188989
25,0.0042564388435883,29.41003872,17.3917508028571,0,1.49985174214286,1,3,0,174.387276557143,0.000898544651013839,0.237118803083998,"01",28.4985125819643,0.615356451163076,7.189691009875,6.56195901888951,5.218968864125,1.0207816673937,0.300310844700408
26,0.00419680746724661,29.6511260375,16.7224957325,0,1.4990370255,1,3,0,187.7245301625,0.000838913274672148,0.223010054349135,"01",29.1066224399107,0.0729120731281718,7.49627683782143,6.93842182003375,4.48862991122322,0.0119941794894871,0.297719219205268
28,0.00413194258430448,30.04265210375,15.95206565,0,2.086069244625,1,3,0,214.69919255,0.000774048391730019,0.207433601107201,"01",29.8573819100893,1.61786813784988,10.5899143861071,10.9059315248716,4.2249706165625,0.384944135284271,0.27049672681008
29,0.00413638752283834,30.2360871528571,15.5560648085714,0,2.997473989,1,3,0,228.321434257143,0.000778493330263879,0.208508773190787,"01",30.327163558125,1.6818319803544,13.883822489,6.76723302380208,4.49546667736607,0.00232553208748866,0.265365233948227
30,0.00412935772517169,30.30877445,13.196350665,0,2.998074051,1,3,0,242.00172135,0.000771463532597229,0.206807825730993,"01",30.5038885273215,1.25784395438686,17.1416462799107,0.236896754204804,3.924496324625,0.809878954086737,0.262463999628545
