"Time","Perspiration","Speed","Acceleration","Braking","Steering","Phase","Activity","Failure","Distance","ppNormalized","ppLogNormalized","Subject","Speed_u","Speed_std","Acc_u","Acc_std","Steering_u","Steering_std","ppNext"
1,0.00489791156616924,0,2.08076199828571,45.9202221714286,356.8946239,0,0,0,-1.42188913628571,0.00154001737359478,0.377494844814974,"01",6.3048078422123,2.60090016461915,6.24015235311706,5.81289460260192,520.429245539087,101.17326850048,0.415880647522427
2,0.00493307968166781,5.5710375e-05,2.08556224825,46.0170265925,356.770971,0,0,0,-1.42184298025,0.00157518548909335,0.384649416294399,"01",5.1587148531737,3.45162496656656,5.48475491270617,5.4641005257363,490.685679667045,112.107044294433,0.423222676087854
3,0.00498704864328273,0.002592805,2.09017086342857,45.2181934714286,356.784642585714,0,0,0,-1.42188791828571,0.00162915445070827,0.395530221706461,"01",5.67432705799107,3.16039721598105,5.82421331763393,5.63607846920323,504.075783375179,108.503690310892,0.420145736712144
4,0.00504107504438762,0.16270384075,2.10148441525,13.336669859875,343.691230425,0,0,0,-1.404221583,0.00168318085181316,0.406305302753558,"01",4.72882659127381,3.61224264559498,5.20148885733482,5.3014198820702,479.526120611458,113.665623611914,0.428733141772634
5,0.00507889411031083,0.796201787,8.55450011171428,0,222.930644028571,0,0,0,-1.20201319985714,0.00172099991773637,0.413779483881172,"01",4.37758637969505,3.68303472344329,4.96302697717445,5.14802854724734,469.077282904808,115.163078057251,0.425965331021564
6,0.00506207131435947,2.14708685775,18.05363618875,0,-3.561869525875,0,0,0,-0.618812684875,0.00170417712178501,0.410461691078051,"01",4.12177319450255,3.66571524650327,5.21956077249872,5.03834313517843,451.495380127934,128.724767842072,0.427996305544963
7,0.0050081865855144,4.76257747528571,21.9720339842857,0,-81.4121047157143,0,0,0,0.832004276857143,0.00165029239293994,0.399759831683072,"01",4.55396261112185,3.70848791141988,6.33507725825315,6.02919117093907,416.928881947533,160.49051488238,0.430787316939009
8,0.00494434592397785,7.859590461125,21.33227854875,0,-92.85728928625,0,0,0,3.634160680875,0.00158645173140339,0.386930627496072,"01",4.88557079116917,3.76469023086224,6.93674115869267,6.81884509389982,379.324787154484,194.40891275379,0.434574688398353
9,0.00487721629330113,10.4184285782857,23.5279247942857,0,-58.7037254471429,0,0,0,7.74624983014286,0.00151932210072667,0.373260567031022,"01",5.81044997921428,4.19334028696855,7.69744982550162,7.30611119934243,315.071726797941,213.102877401362,0.426215030956053
10,0.00480846141873788,12.8239236825,25.3642395175,0,-12.840608782875,0,0,0,12.98792271,0.00145056722616342,0.359063103501436,"01",6.75616693645178,5.19141114286023,7.78011589981964,8.06149918818445,163.293321405104,176.898756964869,0.406850527645979
11,0.00473890870456809,15.4437053242857,25.6129701128571,0,-1.80543827985714,0,0,0,19.3597200285714,0.00138101451199363,0.344492820318978,"01",11.1328905846552,3.57057530661461,6.87778387245604,8.65271960993768,34.6308779208352,84.7005552224162,0.324024603661333
12,0.00466896955923635,17.65838790625,24.34011720375,0,-3.617994646875,0,0,0,26.872006765,0.00131107536666189,0.329624338745763,"01",3.11296626710171,5.65762159155133,3.79513802235598,6.81630411380288,-11.930140448262,19.9890570580943,0.320997915784992
13,0.0045989845280425,19.4161351757143,23.3462311285714,0,1.071045084,0,0,0,35.2507990071429,0.00124109033546804,0.314521467216805,"01",3.2134928454007,6.46594975001339,4.6808985105466,8.04144168017747,-14.3414818268685,21.1769144630237,0.314521467216805
14,0.00452930114571612,20.70806009,21.0718517275,0,1.497651708125,0,0,0,44.344563565,0.00117140695314166,0.299253598324451,"01",19.2218473819643,2.74923214868976,13.0171908994388,13.2195322538099,-10.8699685874515,13.1563262761607,0.299253598324451
15,0.00446038148321836,21.7136729371429,23.2092727457143,0,2.54418263714286,0,0,0,53.9136202385714,0.0011024872906439,0.283920240268733,"01",21.421055088648,2.31642117470831,12.3422865548036,12.3278184077661,-0.632830169987246,4.91273489490838,0.283920240268733
16,0.00439323198103404,23.01332323875,25.74093832,0,2.99903717675,0,0,0,64.00499379875,0.00103533778845958,0.26875111445618,"01",22.5096125615179,1.62054110377385,13.3292962100208,11.766403577802,3.72227022554167,2.0097624846559,0.314084822477213
17,0.00433026109298938,24.4397232071429,21.03880608,0,2.99589494042857,0,0,0,74.7305914085714,0.000972366900414919,0.254313783022788,"01",23.5211747113214,1.40281261744162,15.1170817103071,11.5855248670915,4.40954491652857,1.08067014748634,0.299173094566748
18,0.00428357301008775,25.12912469625,23.16013435,0,2.135155533875,0,0,0,85.94871227125,0.000925678817513288,0.243473421236282,"01",24.9226818086161,1.1017889485965,11.9531554022366,10.1423247479419,4.3721655903125,1.24978997907646,0.286486713260477
19,0.00428570608303774,26.0696216285714,24.8710720085714,0,1.49700190728571,0,0,0,97.48827982,0.000927811890463279,0.243971263101644,"01",25.6345209849107,1.08526826023914,13.1996430198661,9.23321983637585,3.84888171964286,1.74534760652762,0.279637576341268
20,0.00431731907407059,27.28179445,23.54633000875,0,1.4971136065,0.125,0.375,0,109.5371985625,0.000959424881496129,0.251320569191382,"01",26.2062145829643,0.811171992282478,14.2230861288214,7.08547991742123,3.89595180616429,2.27547645878378,0.282640217553352
21,0.00433795326664913,28.22557601,18.7383742742857,0,2.54418263714286,1,3,0,122.090493085714,0.000980059074074669,0.256088583502395,"01",26.7212276005,0.811765924079318,14.218196073575,6.33616162501886,3.89712914923929,2.27394198756144,0.290748466236222
22,0.00434860566681783,28.72426459875,16.61008906375,0,2.99903717675,1,3,0,134.9669000625,0.000990711474243369,0.258541201471107,"01",27.1736019353928,0.946050560356535,13.1254154430607,4.6349235603094,4.10632396193572,2.03345408846416,0.28982077747074
23,0.00434648482687873,28.9939603971429,15.4213615871429,0,3.00270178242857,1,3,0,148.0084139,0.000988590634304269,0.25805337677649,"01",27.5191130648928,1.01452778351376,12.707524212325,3.87721523960324,4.34308572088929,1.71567231369564,0.291312511796632
24,0.00431250709780063,29.19050807875,16.1860353975,0,1.98622640525,1,3,0,161.148297275,0.000954612905226168,0.250205372532419,"01",28.0530174968303,0.949190730878429,13.2892484631786,3.47807008608644,4.12272788000447,1.43476808518276,0.294194748752829
25,0.0042564388435883,29.41003872,17.3917508028571,0,1.49985174214286,1,3,0,174.387276557143,0.000898544651013839,0.237118803083998,"01",28.4626884362946,0.718818639603355,11.8596118261875,6.59615869535055,3.57378561346875,1.98956846124817,0.296174272968879
26,0.00419680746724661,29.6511260375,16.7224957325,0,1.4990370255,1,3,0,187.7245301625,0.000838913274672148,0.223010054349135,"01",28.8892900799554,0.654160203177808,12.1859226435536,6.74896774649974,3.36993028143304,1.43006291684377,0.296817003529104
27,0.00414706426743961,29.8690186542857,16.3192860114286,0,1.49795502671429,1,3,0,201.168771885714,0.000789170074865149,0.211086623711639,"01",29.3033363599107,0.79669982907662,12.0383035085,6.45414205778464,2.658969519625,2.19370120512837,0.297075869175775
28,0.00413194258430448,30.04265210375,15.95206565,0,2.086069244625,1,3,0,214.69919255,0.000774048391730019,0.207433601107201,"01",29.497037114,1.02201220296404,13.9493188294786,6.30441292497815,2.93309897865714,1.95895886750706,0.266157281417073
29,0.00413638752283834,30.2360871528571,15.5560648085714,0,2.997473989,1,3,0,228.321434257143,0.000778493330263879,0.208508773190787,"01",29.7921444934643,1.0823586209383,15.4618970055286,3.84416029508416,3.90542132883929,1.04390524423488,0.265365233948227
30,0.00412935772517169,30.30877445,13.196350665,0,2.998074051,1,3,0,242.00172135,0.000771463532597229,0.206807825730993,"01",29.99849597575,0.871842308953658,16.8021503224286,1.3241718002654,3.97855551852143,0.744843739289285,0.262463999628545
31,0.00411477722608973,30.2153052642857,11.4536300042857,0,2.99844927728571,1,3,0,255.681180914286,0.000756883033515269,0.203270641049606,"01",30.1545986428214,0.666048937779535,15.8929953261429,1.79348009840372,3.97157239599643,1.2966294321645,0.259195878899734
32,0.00410365061162924,30.057019745,11.51764268875,0,3.004808718375,1,3,0,269.2959498125,0.000745756419054778,0.200562916115452,"01",30.2461353866428,0.578211988767592,14.9631751565,2.20874376086557,3.89649810784286,1.3401999286306,0.257688756399674
