"Time","Perspiration","Speed","Acceleration","Steering","Phase","Activity","Failure","Distance","ppNormalized","ppLogNormalized","Subject","Speed_u","Speed_std","Acc_u","Acc_std","Steering_u","Steering_std","ppNext"
3,0.00535625457142857,0.002592805,2.09017086342857,356.784642585714,0,0,0,-1.42188791828571,0.00201115273209033,0.470767807254609,"01",2.78551875e-05,3.93931839449455e-05,2.08316212326786,0.00339428930113999,356.83279745,0.0874358041033994,0.357685310445456
4,0.005353876375,0.16270384075,2.10148441525,343.691230425,0,0,0,-1.404221583,0.00200877453566177,0.470323705042388,"01",0.000882838458333333,0.00148113641899903,2.08549836998809,0.00470475781984473,356.816745828571,0.0677899223415388,0.33605021464801
5,0.00525022928571429,0.796201787,8.55450011171428,222.930644028571,0,0,0,-1.20201319985714,0.00190512744637605,0.45077459991173,"01",0.04133808903125,0.0809195384671157,2.08949488130357,0.00886819644616974,353.535366977679,6.56299110934902,0.312918609019206
6,0.0050485315,2.14708685775,18.05363618875,-3.561869525875,0,0,0,-0.618812684875,0.00170342966066176,0.411600260473265,"01",0.192310828625,0.344782278085039,3.38249592738571,2.89124843441872,327.414422387857,58.68409810629,0.290861887072051
7,0.00484184457142857,4.76257747528571,21.9720339842857,-81.4121047157143,0,0,0,0.832004276857143,0.00149674273209033,0.369798610322904,"01",0.621728200175,0.913464387841249,6.57707076547857,6.99926020025847,255.323123702682,155.29467173682,0.272536055913359
8,0.004695548375,7.859590461125,21.33227854875,-92.85728928625,0,0,0,3.634160680875,0.00135044653566176,0.339117758669116,"01",1.57423255315714,1.97240348773887,10.5543651126857,9.13366664503018,167.686508559539,200.726061491389,0.259152965896791
9,0.00461966242857143,10.4184285782857,23.5279247942857,-58.7037254471429,0,0,0,7.74624983014286,0.00127456058923319,0.322824488407596,"01",3.14563208438214,3.17217166044706,14.40278664975,8.72015707486946,77.7581221851463,195.48222423765,0.250224173847774
10,0.00454112725,12.8239236825,25.3642395175,-12.840608782875,0,0,0,12.98792271,0.00119602541066176,0.305678127951849,"01",5.19677703188928,3.97524911577976,18.6880747255571,6.00608436651233,-2.72086898928224,130.73855367721,0.244094964750861
11,0.00444387085714286,15.4437053242857,25.6129701128571,-1.80543827985714,0,0,0,19.3597200285714,0.00109876901780462,0.284028665554855,"01",7.60232141098928,4.27450309611898,22.0500226067143,2.72307600735947,-49.8751195515714,40.1137904785336,0.240093521819181
12,0.004350886125,17.65838790625,24.34011720375,-3.617994646875,0,0,0,26.872006765,0.00100578428566176,0.262882385981215,"01",10.2616451042964,4.16692968475733,23.5618893915357,1.93360779516141,-49.5238333023679,40.625191894008,0.238449736868952
13,0.00428122485714286,19.4161351757143,23.3462311285714,1.071045084,0,0,0,35.2507990071429,0.000936123017804625,0.246742005330485,"01",12.8408071904893,3.89438332558546,24.0355060354286,1.72567313727976,-33.9650112886,40.2545783804534,0.238995406804086
14,0.004221873125,20.70806009,21.0718517275,1.497651708125,0,0,0,44.344563565,0.000876771285661765,0.232781753482707,"01",15.1521161334071,3.61858255421639,24.4382965513928,1.03298731365038,-15.17934441455,24.8819350193563,0.239970654114018
15,0.00415109928571429,21.7136729371429,23.2092727457143,2.54418263714286,0,0,0,53.9136202385714,0.000805997446376055,0.215876043125551,"01",17.21004243575,3.1488875359654,23.9470819380357,1.84160026844515,-3.13906898349643,5.81704509087518,0.239847590809135
16,0.004119154,23.01332323875,25.74093832,2.99903717675,0,0,0,64.00499379875,0.000774052160661765,0.208150658493015,"01",18.9879922866786,2.49504972245111,23.5160885836786,1.67131809036235,-0.062110699492856,2.55896304458377,0.239513986379401
17,0.00412684528571429,24.4397232071429,21.03880608,2.99589494042857,0,0,0,74.7305914085714,0.000781743446376055,0.210016117727653,"01",20.5019158695714,2.06655441482518,23.5416822251071,1.71194229357194,0.898784391828572,2.64140141966916,0.239076874900736
18,0.004179040875,25.12912469625,23.16013435,2.135155533875,0,0,0,85.94871227125,0.000833939035661764,0.222584620140656,"01",21.85818292975,1.95614175449705,22.8814200003571,1.94744353073127,2.22156230928929,0.888239623256287,0.238635300757285
19,0.00425629128571429,26.0696216285714,24.8710720085714,1.49700190728571,0,0,0,97.48827982,0.000911189446376054,0.240901046129931,"01",23.0007808338572,1.83805435238189,22.8442006446429,1.93809514234559,2.43438439926429,0.6350567983522,0.237656565636957
20,0.004318466375,27.28179445,23.54633000875,1.4971136065,0.125,0.375,0,109.5371985625,0.000973364535661765,0.255403188341558,"01",24.0730931415714,1.72668194790267,23.6040447008571,1.81004302546442,2.43425443909643,0.635296439802726,0.234836931279439
21,0.00434558071428571,28.22557601,18.7383742742857,2.54418263714286,1,3,0,122.090493085714,0.00100047887494748,0.261662255703365,"01",25.1867174441429,1.61661893670934,23.6714561534643,1.79790069146868,2.22484063296786,0.751878362188923,0.230193490007771
22,0.0043642405,28.72426459875,16.61008906375,2.99903717675,1,3,0,134.9669000625,0.00101913866066176,0.265947031102333,"01",26.2291679983929,1.54364263732546,22.2709433443214,2.40702863151536,2.13386972504643,0.656221148489143,0.224871772241495
23,0.00437708028571429,28.9939603971429,15.4213615871429,3.00270178242857,1,3,0,148.0084139,0.00103197844637605,0.268884755267698,"01",27.0860762767143,1.49024039704838,21.3851999410714,3.52773119006638,2.13449817231071,0.657253766763729,0.218517243942159
24,0.004327399875,29.19050807875,16.1860353975,1.98622640525,1,3,0,161.148297275,0.000982298035661765,0.257469725739731,"01",27.8590434168929,1.19438656783539,19.8374453885,4.18983306285081,2.30800742202143,0.763410085328,0.211718184901542
25,0.00421616185714286,29.41003872,17.3917508028571,1.49985174214286,1,3,0,174.387276557143,0.000871060017804624,0.231428057128991,"01",28.4832207069286,0.763056101472153,18.1004380662857,3.28360435204914,2.40585232161429,0.657480948291098,0.206863715933824
26,0.004135894125,29.6511260375,16.7224957325,1.4990370255,1,3,0,187.7245301625,0.000790792285661765,0.212206394398476,"01",28.9088695609286,0.457902909996812,16.8695222251071,1.26461058346145,2.40639994874286,0.656535278496266,0.205286344525868
27,0.00409939571428571,29.8690186542857,16.3192860114286,1.49795502671429,1,3,0,201.168771885714,0.000754293874947475,0.203342432227702,"01",29.1939795664286,0.359275772918511,16.46634651675,0.726845110730945,2.19737082641429,0.759936152414548,0.205846821849356
28,0.0041068485,30.04265210375,15.95206565,2.086069244625,1,3,0,214.69919255,0.000761746660661765,0.205158802149693,"01",29.4229303775357,0.349739036198911,16.4081859062857,0.724097170504997,1.89715439640714,0.653045906189745,0.206484464818503
29,0.00413429028571429,30.2360871528571,15.5560648085714,2.997473989,1,3,0,228.321434257143,0.000789188446376054,0.211818533817048,"01",29.6326687188571,0.342548714976375,16.5143267188571,0.564615121168666,1.71382788884643,0.296347168718999,0.205084645554654
30,0.0041263045,30.30877445,13.196350665,2.998074051,1,3,0,242.00172135,0.000781202660661764,0.209885068197231,"01",29.8417845336786,0.323774282223256,16.3883326010714,0.708215900812082,1.91607740559643,0.655802676344727,0.201420872633494
31,0.004103427,30.2153052642857,11.4536300042857,2.99844927728571,1,3,0,255.681180914286,0.000758325160661765,0.204325334353218,"01",30.0215316796786,0.269002367628036,15.5492525735,1.38454894982422,2.21572186736786,0.753134702692586,0.197389678465648
32,0.00409849775,30.057019745,11.51764268875,3.004808718375,1,3,0,269.2959498125,0.000753395910661765,0.203123360274327,"01",30.1343675250357,0.177579079218557,14.4954794278571,2.0924470533782,2.515604317725,0.692500024749446,0.193700274516937
33,0.00406959857142857,29.9235467671429,12.3709815771429,0.420561375,1,3,0,282.8490295,0.000724496732090335,0.196047219809633,"01",30.1719677431786,0.116877169873589,13.5351507633214,2.14729039463793,2.81697505605714,0.408599557518837,0.190395062274626
34,0.004061662,29.799457675,12.5603831475,-0.000242531625,1,3,0,296.3396772375,0.000716560160661764,0.194095105820911,"01",30.1481466758571,0.155558929221914,12.81893394875,1.68763176173315,2.48387348213214,1.15343035403469,0.187927313552674
35,0.00410238171428571,29.68273666,11.7656964371429,-0.000960897714285714,1,3,0,309.7786485,0.000757279874947475,0.204070567094838,"01",30.0608207802857,0.207675078836925,12.2197976165357,0.736977832601945,1.88433017800714,1.53552860181588,0.185482919566981
36,0.004143637875,29.55603091875,12.4377856025,0.308878177875,1,3,0,323.15317875,0.000798536035661765,0.214076971641473,"01",29.9356132222857,0.209521878490961,11.9336667709643,0.503920386497369,1.28452318826428,1.57689942995918,0.182252823101166
