"Time","Perspiration","Speed","Acceleration","Steering","Phase","Activity","Failure","Distance","ppNormalized","ppLogNormalized","Subject","Speed_u","Speed_std","Acc_u","Acc_std","Steering_u","Steering_std","ppNext"
3,0.00535625457142857,0.002592805,2.09017086342857,356.784642585714,0,0,0,-1.42188791828571,0.00201115273209033,0.470767807254609,"01",2.78551875e-05,3.93931839449455e-05,2.08316212326786,0.00339428930113999,356.83279745,0.0874358041033994,0.418730456945669
4,0.005353876375,0.16270384075,2.10148441525,343.691230425,0,0,0,-1.404221583,0.00200877453566177,0.470323705042388,"01",0.000882838458333333,0.00148113641899903,2.08549836998809,0.00470475781984473,356.816745828571,0.0677899223415388,0.394073237137833
5,0.00525022928571429,0.796201787,8.55450011171428,222.930644028571,0,0,0,-1.20201319985714,0.00190512744637605,0.45077459991173,"01",0.04133808903125,0.0809195384671157,2.08949488130357,0.00886819644616974,353.535366977679,6.56299110934902,0.366632307622743
6,0.0050485315,2.14708685775,18.05363618875,-3.561869525875,0,0,0,-0.618812684875,0.00170342966066176,0.411600260473265,"01",0.192310828625,0.344782278085039,3.38249592738571,2.89124843441872,327.414422387857,58.68409810629,0.338841318563264
7,0.00484184457142857,4.76257747528571,21.9720339842857,-81.4121047157143,0,0,0,0.832004276857143,0.00149674273209033,0.369798610322904,"01",0.518106833479167,0.855545484529505,5.82768597094643,6.52389301739335,272.251707068902,144.957268409002,0.314055006147922
8,0.004695548375,7.859590461125,21.33227854875,-92.85728928625,0,0,0,3.634160680875,0.00135044653566176,0.339117758669116,"01",1.12445978230867,1.78426801610502,8.13402140142347,8.52654278769796,221.728305385385,188.092548702895,0.293545571982519
9,0.00461966242857143,10.4184285782857,23.5279247942857,-58.7037254471429,0,0,0,7.74624983014286,0.00127456058923319,0.322824488407596,"01",1.96635111716071,2.89811296296926,9.78380354483928,9.17007037068925,182.405106051431,206.628177304531,0.275822904451451
10,0.00454112725,12.8239236825,25.3642395175,-12.840608782875,0,0,0,12.98792271,0.00119602541066176,0.305678127951849,"01",2.90547083506349,3.90981956154607,11.3109281281111,9.72460293346043,155.615235884923,209.326485402621,0.25799816357111
11,0.00444387085714286,15.4437053242857,25.6129701128571,-1.80543827985714,0,0,0,19.3597200285714,0.00109876901780462,0.284028665554855,"01",3.89731611980714,4.84001432767537,12.71625926705,10.1887150133761,138.769651418143,204.417941800773,0.241743585327971
12,0.004350886125,17.65838790625,24.34011720375,-3.617994646875,0,0,0,26.872006765,0.00100578428566176,0.262882385981215,"01",4.94698786566883,5.76221167066571,13.8886875257597,10.4187038781917,125.990097809234,198.505698487299,0.229408160690104
13,0.00428122485714286,19.4161351757143,23.3462311285714,1.071045084,0,0,0,35.2507990071429,0.000936123017804625,0.246742005330485,"01",6.00627120238393,6.60678404863269,14.7596399989256,10.3819055388878,115.189423437891,192.930398695042,0.222691866383344
14,0.004221873125,20.70806009,21.0718517275,1.497651708125,0,0,0,44.344563565,0.000876771285661765,0.232781753482707,"01",7.03779920033242,7.33790019785402,15.4201470088983,10.2212264120518,106.411086641438,187.408813574578,0.221718373183252
15,0.00415109928571429,21.7136729371429,23.2092727457143,2.54418263714286,0,0,0,53.9136202385714,0.000805997446376055,0.215876043125551,"01",8.01424640673724,7.94047613617445,15.8238402030842,9.93572359601344,98.9172698604872,182.226694750381,0.225488612326394
16,0.004119154,23.01332323875,25.74093832,2.99903717675,0,0,0,64.00499379875,0.000774052160661765,0.208150658493015,"01",8.92754150876429,8.42965752825027,16.3162023725929,9.76235535888902,92.4923973789309,177.352348000955,0.23311964775603
17,0.00412684528571429,24.4397232071429,21.03880608,2.99589494042857,0,0,0,74.7305914085714,0.000781743446376055,0.210016117727653,"01",9.80790286688839,8.87256608361212,16.9052483693058,9.72119401048952,86.8990623662946,172.793223238178,0.242752376524249
18,0.004179040875,25.12912469625,23.16013435,2.135155533875,0,0,0,85.94871227125,0.000833939035661764,0.222584620140656,"01",10.668598181021,9.29493498123561,17.148398822876,9.4657455390446,81.9635819294789,168.53933313515,0.252563816114257
19,0.00425629128571429,26.0696216285714,24.8710720085714,1.49700190728571,0,0,0,97.48827982,0.000911189446376054,0.240901046129931,"01",11.4719607652004,9.64005992791395,17.4823841299385,9.29180078307867,77.5286693519454,164.58622889051,0.258378000380769
20,0.004318466375,27.28179445,23.54633000875,1.4971136065,0.125,0.375,0,109.5371985625,0.000973364535661765,0.255403188341558,"01",12.2402587053778,9.94903454820111,17.8712624393402,9.18772719624779,73.5270026443317,160.897347476387,0.256799168880613
21,0.00434558071428571,28.22557601,18.7383742742857,2.54418263714286,1,3,0,122.090493085714,0.00100047887494748,0.261662255703365,"01",12.9923354926089,10.2511478166627,18.1550158178107,9.03226389674838,69.9255081924401,157.432041364876,0.249599703223432
22,0.0043642405,28.72426459875,16.61008906375,2.99903717675,1,3,0,134.9669000625,0.00101913866066176,0.265947031102333,"01",13.717727898199,10.5300430656744,18.1827947919286,8.80448219061989,66.7168736421879,154.148653302956,0.239879732644155
23,0.00437708028571429,28.9939603971429,15.4213615871429,3.00270178242857,1,3,0,148.0084139,0.00103197844637605,0.268884755267698,"01",14.3998432027695,10.7628021105589,18.1113081679204,8.5988346629707,63.8206083483043,151.045809075983,0.229748361152048
24,0.004327399875,29.19050807875,16.1860353975,1.98622640525,1,3,0,161.148297275,0.000982298035661765,0.257469725739731,"01",15.0343700373075,10.9468218559065,17.9943539687562,8.41983675301294,61.1763515410924,148.116901746161,0.220237324243607
25,0.00421616185714286,29.41003872,17.3917508028571,1.49985174214286,1,3,0,174.387276557143,0.000871060017804624,0.231428057128991,"01",15.6242091223676,11.0893023129559,17.9190073616205,8.2430315398199,58.7100963270989,145.364169046939,0.212306547986523
26,0.004135894125,29.6511260375,16.7224957325,1.4990370255,1,3,0,187.7245301625,0.000790792285661765,0.212206394398476,"01",16.1756423062729,11.2004790204745,17.89791709927,8.0701635819034,56.4216865437007,142.762791222642,0.207789427523895
27,0.00409939571428571,29.8690186542857,16.3192860114286,1.49795502671429,1,3,0,201.168771885714,0.000754293874947475,0.203342432227702,"01",17.3616873477729,10.9840551362581,18.4835864486386,7.37587557220452,42.2058630687207,128.586776763803,0.206275588503203
28,0.0041068485,30.04265210375,15.95206565,2.086069244625,1,3,0,214.69919255,0.000761746660661765,0.205158802149693,"01",18.5564458655293,10.6358436804455,19.0529353991657,6.56178968847536,27.9949424297893,110.771271436966,0.205059719766858
29,0.00413429028571429,30.2360871528571,15.5560648085714,2.997473989,1,3,0,228.321434257143,0.000789188446376054,0.211818533817048,"01",19.7580482374793,10.1375937375964,19.6074111906286,5.5810839053383,13.8069994961457,87.0877788695069,0.203215770378728
